# 0.32 1e+52 0.05 0.05 0.0 0.0 0.0 0.0 0.001 2.2 0.1 0.01 1.0 3.09e+26 0.0228
# t(s) nu(Hz) Fnu(mJy) eFnu(mJy) upperlimit Instrument
1.581758000000e+06 1.000000000000e+14 8.359389000000e-06 4.179694500000e-07 0.0 Boxfit
1.735977000000e+06 1.000000000000e+14 1.947716000000e-05 9.738580000000e-07 0.0 Boxfit
1.905233000000e+06 1.000000000000e+14 2.097540000000e-05 1.048770000000e-06 0.0 Boxfit
2.090991000000e+06 1.000000000000e+14 3.663664000000e-05 1.831832000000e-06 0.0 Boxfit
2.294860000000e+06 1.000000000000e+14 6.275730000000e-05 3.137865000000e-06 0.0 Boxfit
2.518606000000e+06 1.000000000000e+14 9.518191000000e-05 4.759095500000e-06 0.0 Boxfit
2.764167000000e+06 1.000000000000e+14 1.147974000000e-04 5.739870000000e-06 0.0 Boxfit
3.033670000000e+06 1.000000000000e+14 1.420595000000e-04 7.102975000000e-06 0.0 Boxfit
3.329449000000e+06 1.000000000000e+14 1.718175000000e-04 8.590875000000e-06 0.0 Boxfit
3.654066000000e+06 1.000000000000e+14 2.065361000000e-04 1.032680500000e-05 0.0 Boxfit
4.010333000000e+06 1.000000000000e+14 2.309841000000e-04 1.154920500000e-05 0.0 Boxfit
4.401335000000e+06 1.000000000000e+14 2.436012000000e-04 1.218006000000e-05 0.0 Boxfit
4.830460000000e+06 1.000000000000e+14 2.469991000000e-04 1.234995500000e-05 0.0 Boxfit
5.301424000000e+06 1.000000000000e+14 2.380060000000e-04 1.190030000000e-05 0.0 Boxfit
5.818306000000e+06 1.000000000000e+14 2.190338000000e-04 1.095169000000e-05 0.0 Boxfit
6.385584000000e+06 1.000000000000e+14 1.921975000000e-04 9.609875000000e-06 0.0 Boxfit
7.008170000000e+06 1.000000000000e+14 1.650091000000e-04 8.250455000000e-06 0.0 Boxfit
7.691458000000e+06 1.000000000000e+14 1.313570000000e-04 6.567850000000e-06 0.0 Boxfit
8.441366000000e+06 1.000000000000e+14 1.019047000000e-04 5.095235000000e-06 0.0 Boxfit
